hhd,pid,age_group,gender,age,income,hhd_income,education_level,status,number,license,cv,bev,phev,buybev,buyphev,buycv,fri,adv,nei,old-pid,OLD-hid,Number1,Long,Lat,S11,S11L,S12,S12L,S13,S13L,S21,S21L,S22,S22L,S23,S23L,L11,L11L,L12,L12L,L13,L13L,L21,L21L,L22,L22L,L23,L23L
3748,9646,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.7862812,22.71663779,2,1,1,3,3,3,2,2,1,3,2,3,2,2,0,0,0,0,1,3,0,0,0,0
3748,9647,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8107386,22.72287328,3,3,1,3,0,0,0,0,0,0,0,0,2,3,2,2,1,1,2,1,0,0,0,0
3748,9648,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8415137,22.71894321,0,0,0,0,0,0,1,2,2,3,0,0,5,2,3,2,5,2,0,0,0,0,0,0
3749,9649,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8347666,22.72548099,1,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,9650,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8365922,22.76627214,2,3,4,2,5,3,1,2,2,2,0,0,1,3,2,2,2,1,0,0,0,0,0,0
3749,9651,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8209245,22.77698156,5,2,1,2,2,2,1,2,2,2,2,1,5,3,1,3,0,0,0,0,0,0,0,0
3750,9652,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8219726,22.77735725,4,3,4,2,2,2,2,1,0,0,0,0,4,3,1,1,5,1,1,1,2,2,1,3
3750,9653,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8996887,22.73128702,2,2,2,1,1,1,1,3,1,3,2,3,2,3,0,0,0,0,2,2,2,1,2,3
3750,9654,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8721031,22.77639592,1,3,2,3,4,2,1,3,1,2,2,1,4,3,4,2,3,2,0,0,0,0,0,0
3751,9655,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9142846,22.52869198,1,2,3,1,3,3,0,0,0,0,0,0,4,2,0,0,3,1,2,2,1,2,1,2
3751,9656,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9166726,22.52259246,5,2,5,1,5,3,1,1,0,0,0,0,4,3,0,0,5,1,0,0,0,0,0,0
3751,9657,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0587619,22.52703475,1,3,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,2,0,0,0,0,0,0
3752,9658,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0420823,22.5260357,4,3,0,0,0,0,1,1,2,1,0,0,4,3,4,1,2,3,2,2,2,1,2,3
3752,9659,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0396144,22.52683266,4,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,3,2,2,1,1,2,2,3
3752,9660,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0553674,22.56932114,2,2,5,2,3,2,0,0,0,0,0,0,1,2,0,0,5,2,1,3,2,2,0,0
3753,9661,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1034216,22.55359773,5,2,4,3,4,3,2,2,1,3,1,2,2,2,2,3,3,3,0,0,0,0,0,0
3753,9662,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1131635,22.54080651,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2
3753,9663,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1129034,22.54504988,1,2,3,3,3,3,0,0,0,0,0,0,5,3,0,0,4,3,1,3,1,3,2,3
3754,9664,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1282363,22.54902959,0,0,0,0,0,0,1,1,0,0,0,0,5,2,0,0,5,2,1,1,0,0,0,0
3754,9665,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1165329,22.5522795,1,3,2,3,4,3,0,0,0,0,0,0,5,1,0,0,3,3,1,3,1,3,2,3
3754,9666,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1238771,22.57156129,4,2,4,3,0,0,2,3,2,3,1,2,3,2,0,0,2,3,1,3,2,3,2,2
3755,9667,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1358967,22.56824967,5,1,1,2,5,3,1,2,0,0,0,0,4,2,1,1,3,2,0,0,0,0,0,0
3755,9668,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1031884,22.61489448,4,1,1,2,5,2,1,3,2,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0
3755,9669,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0111339,22.74579779,5,2,0,0,0,0,1,2,2,3,1,2,2,3,1,3,1,2,0,0,0,0,0,0
3756,9670,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8745155,22.57794726,1,1,5,2,5,2,2,2,1,2,1,2,2,1,5,1,5,2,1,2,1,1,1,2
3756,9671,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8565122,22.58513842,1,2,3,2,4,2,2,1,2,2,0,0,2,3,2,1,5,1,1,3,1,1,1,2
3756,9672,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9254477,22.68233552,5,3,0,0,0,0,2,2,2,3,1,2,2,2,4,2,1,2,0,0,0,0,0,0
3757,9673,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8183072,22.67555706,1,3,0,0,0,0,0,0,0,0,0,0,4,1,5,2,5,2,0,0,0,0,0,0
3757,9674,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8294926,22.77605198,2,1,0,0,0,0,2,1,1,1,1,1,2,1,3,1,0,0,0,0,0,0,0,0
3757,9675,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0319532,22.52625385,1,2,2,2,0,0,1,2,2,2,1,1,1,2,1,3,4,2,0,0,0,0,0,0
3758,9676,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1363793,22.55641637,1,2,4,1,3,1,0,0,0,0,0,0,5,1,0,0,2,2,1,2,2,1,2,3
3758,9677,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1256593,22.55711282,4,2,2,2,5,3,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0
3758,9678,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0563229,22.64388028,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,4,2,2,2,2,2,0,0
3759,9679,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0312202,22.67516474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
3759,9680,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8953067,22.48545968,3,2,1,2,3,2,2,2,2,3,2,1,1,3,4,3,4,3,0,0,0,0,0,0
3759,9681,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0665768,22.51979943,3,3,5,2,4,2,1,3,2,3,0,0,3,3,2,3,2,3,2,2,2,3,1,3
3760,9682,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0363975,22.57228122,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,5,1,1,2,2,3,1,2
3760,9683,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0237941,22.60102673,4,2,0,0,0,0,2,3,1,2,1,1,4,3,1,1,5,2,0,0,0,0,0,0
3760,9684,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2365236,22.58810713,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
3761,9685,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9433599,22.77011474,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,2,2,2,3
3761,9686,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8875857,22.49076602,5,1,4,3,2,1,2,3,0,0,0,0,2,3,0,0,4,1,1,1,1,3,0,0
3761,9687,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9240269,22.48217037,3,2,2,2,2,3,0,0,0,0,0,0,1,3,2,2,3,3,0,0,0,0,0,0
3762,9688,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9621245,22.54681796,5,3,1,2,1,1,0,0,0,0,0,0,3,2,0,0,4,2,1,2,0,0,0,0
3762,9689,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0178593,22.5575223,4,3,1,3,4,2,1,1,1,2,2,3,1,3,1,1,0,0,0,0,0,0,0,0
3762,9690,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9633945,22.57023489,3,3,4,2,0,0,2,3,0,0,0,0,5,2,1,2,1,2,0,0,0,0,0,0
3763,9691,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1260941,22.57110438,5,3,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,3,1,3,1,2,1,2
3763,9692,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0646213,22.69077496,1,1,2,1,5,3,2,2,0,0,0,0,4,1,0,0,5,1,1,2,1,2,0,0
3763,9693,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0136501,22.6753403,5,2,1,2,5,3,2,2,1,2,2,2,0,0,0,0,0,0,1,2,2,3,2,3
3764,9694,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.3021619,22.59713807,4,1,4,2,5,2,1,3,2,3,0,0,1,2,1,3,1,2,2,3,1,2,2,2
3764,9695,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.4136533,22.62927317,5,1,1,2,3,3,0,0,0,0,0,0,2,2,5,1,3,2,2,3,0,0,0,0
3764,9696,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.3184147,22.67755491,5,3,3,3,1,2,0,0,0,0,0,0,3,2,1,3,1,3,2,2,2,3,2,2
3765,9697,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.2457927,22.71076303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
3765,9698,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8488247,22.61528135,2,1,1,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3765,9699,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9101184,22.66013986,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,0,0,2,3,0,0,0,0
3766,9700,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8387162,22.6868096,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,1,3,2,1,2,2
3766,9701,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9334791,22.49288787,5,1,4,2,2,2,0,0,0,0,0,0,1,3,1,2,2,2,2,3,0,0,0,0
3766,9702,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9114708,22.50905464,4,3,4,3,4,3,0,0,0,0,0,0,5,2,4,3,2,3,2,2,0,0,0,0
3767,9703,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9367327,22.50231231,2,1,2,3,3,2,1,3,1,1,0,0,3,3,1,3,3,1,0,0,0,0,0,0
3767,9704,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9113472,22.53336493,5,1,0,0,0,0,2,1,2,1,0,0,1,2,3,1,4,1,0,0,0,0,0,0
3767,9705,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0885324,22.5406077,1,3,5,3,2,2,2,2,2,3,2,3,0,0,0,0,0,0,2,3,0,0,0,0
3768,9706,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0824115,22.5387521,5,1,4,1,2,1,1,2,0,0,0,0,4,3,2,2,4,1,2,2,2,2,2,3
3768,9707,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0403313,22.51237193,0,0,0,0,0,0,2,1,1,1,0,0,3,2,0,0,3,3,2,3,0,0,0,0
3768,9708,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.013636,22.54014443,1,2,1,3,1,2,2,3,1,2,2,1,3,3,5,2,0,0,0,0,0,0,0,0
3769,9709,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0018929,22.53809848,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,3,1,1,2,2,2,2,2
3769,9710,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0609475,22.56083134,2,3,0,0,0,0,2,1,2,3,0,0,3,1,4,3,2,1,1,2,1,3,1,3
3769,9711,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0531883,22.56284048,1,3,0,0,0,0,2,2,2,3,0,0,4,2,5,2,0,0,0,0,0,0,0,0
3770,9712,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0476635,22.57049274,1,2,3,1,1,2,2,3,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0
3770,9713,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0571629,22.61951878,4,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0
3771,9714,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1020086,22.55168613,5,2,1,1,5,3,1,2,1,2,2,2,2,2,4,3,2,1,0,0,0,0,0,0
3771,9715,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0888063,22.55399438,0,0,0,0,0,0,2,2,0,0,0,0,4,3,2,3,3,1,2,3,2,3,1,2
3772,9716,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1180468,22.54206211,2,1,2,3,3,1,1,2,2,2,1,3,5,3,3,2,4,3,2,1,1,2,1,2
3772,9717,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1157602,22.56400417,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,9718,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1222791,22.57617283,1,2,3,1,2,3,2,3,1,1,1,3,3,3,0,0,5,2,1,1,2,3,1,3
3773,9719,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0894393,22.56290656,3,1,3,3,0,0,2,3,0,0,0,0,2,1,3,3,5,1,1,2,0,0,0,0
3774,9720,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1401384,22.61120062,4,1,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3
3774,9721,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1197687,22.62633015,2,1,3,3,0,0,1,2,2,3,0,0,1,3,1,1,5,1,2,3,2,1,2,3
3775,9722,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.126973,22.69419729,1,3,4,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
3775,9723,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0199251,22.63042303,1,1,1,3,4,3,0,0,0,0,0,0,3,1,2,2,1,3,2,3,0,0,0,0
3776,9724,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0188888,22.64670022,1,1,4,2,1,2,2,3,2,1,0,0,3,1,0,0,4,2,0,0,0,0,0,0
3776,9725,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.037148,22.62550439,3,3,5,1,2,3,0,0,0,0,0,0,3,2,4,2,5,2,1,1,0,0,0,0
3777,9726,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0709623,22.62817986,2,3,4,2,2,3,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0
3777,9727,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0317398,22.64655164,2,3,1,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,9728,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0128285,22.67028172,1,1,4,2,0,0,2,2,1,1,1,2,4,2,3,3,2,2,1,2,1,3,2,2
3778,9729,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2361798,22.71058806,2,3,3,3,1,3,0,0,0,0,0,0,5,3,5,1,0,0,1,1,2,2,2,2
3779,9730,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2430976,22.71410947,4,1,3,1,0,0,2,2,1,3,1,1,4,3,5,3,1,2,2,1,2,2,0,0
3779,9731,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2456781,22.71207494,0,0,0,0,0,0,2,1,1,3,1,1,4,3,4,1,5,3,2,2,2,1,1,3
3780,9732,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2582854,22.72174494,4,1,1,2,1,1,1,1,1,1,1,2,5,3,0,0,0,0,2,2,2,3,1,2
3780,9733,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2259198,22.73338826,1,1,1,2,2,1,1,1,2,3,2,3,3,1,1,1,2,3,1,2,1,3,1,3
3781,9734,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.3755009,22.74798083,4,3,2,3,2,3,1,2,0,0,0,0,2,3,3,3,5,2,1,2,0,0,0,0
3781,9735,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9004707,22.55732774,4,3,0,0,0,0,0,0,0,0,0,0,5,2,2,3,2,1,1,1,1,2,0,0
3782,9736,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8874661,22.57012128,5,3,5,1,2,1,0,0,0,0,0,0,3,2,5,2,4,1,2,2,2,1,2,3
3782,9737,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.896645,22.5725377,4,3,5,3,3,1,1,3,2,3,2,3,3,2,5,2,5,1,1,3,0,0,0,0
3783,9738,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8967133,22.57856619,5,3,0,0,0,0,0,0,0,0,0,0,1,2,5,2,5,3,2,1,1,2,2,3
3783,9739,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8852966,22.57312598,4,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,1,3,1,2,0,0
3784,9740,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8777096,22.57949476,5,1,1,1,5,2,0,0,0,0,0,0,1,2,5,1,4,3,1,1,1,1,0,0
3784,9741,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8549526,22.57981904,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,2,0,0,0,0,0,0
3785,9742,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9026307,22.55983145,5,2,3,2,4,1,2,3,0,0,0,0,5,1,4,3,1,1,0,0,0,0,0,0
3785,9743,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8644714,22.58631445,4,2,2,2,0,0,0,0,0,0,0,0,4,1,5,3,2,3,1,2,2,2,1,3
3786,9744,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8573147,22.59211009,5,1,4,2,3,1,1,1,0,0,0,0,5,2,2,2,2,2,0,0,0,0,0,0
3786,9745,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9232541,22.64493931,5,3,2,2,0,0,2,1,1,3,1,2,0,0,0,0,0,0,1,2,1,1,2,3
3787,9746,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9274145,22.68508078,2,2,3,3,5,3,0,0,0,0,0,0,4,3,0,0,4,3,2,2,1,2,2,3
3787,9747,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294674,22.6924751,1,3,1,1,2,2,1,1,0,0,0,0,2,3,0,0,5,1,1,1,1,1,2,3
3788,9748,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8401454,22.70575501,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,9749,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.7862812,22.71663779,1,3,5,1,2,2,1,3,2,3,0,0,5,1,0,0,2,2,0,0,0,0,0,0
3789,9750,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8107386,22.72287328,2,3,0,0,0,0,1,3,2,1,2,2,1,2,1,1,1,3,2,1,0,0,0,0
3789,9751,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8415137,22.71894321,2,3,2,3,3,1,1,2,2,2,2,2,1,2,5,1,5,2,1,3,0,0,0,0
3790,9752,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8347666,22.72548099,5,3,2,3,2,1,0,0,0,0,0,0,4,1,3,1,5,2,1,1,0,0,0,0
3790,9753,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8365922,22.76627214,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0
3791,9754,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8209245,22.77698156,3,1,2,1,3,3,1,3,2,1,2,3,2,1,2,2,1,3,0,0,0,0,0,0
3791,9755,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8219726,22.77735725,1,1,3,3,4,3,0,0,0,0,0,0,4,2,0,0,4,1,2,1,1,3,1,3
3792,9756,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8996887,22.73128702,5,2,2,3,0,0,0,0,0,0,0,0,2,1,1,2,1,3,1,2,2,2,0,0
3792,9757,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8721031,22.77639592,4,1,3,2,1,1,1,2,2,1,2,2,5,3,3,1,4,1,1,1,2,3,2,3
3793,9758,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9142846,22.52869198,5,1,1,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2
3793,9759,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9166726,22.52259246,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,3,1,1,1,2,2,2
3794,9760,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0587619,22.52703475,0,0,0,0,0,0,1,1,2,3,2,2,0,0,0,0,0,0,1,2,1,2,1,3
3794,9761,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0420823,22.5260357,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
3795,9762,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0396144,22.52683266,2,3,2,2,4,1,2,3,2,3,2,1,2,2,5,2,0,0,0,0,0,0,0,0
3795,9763,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0553674,22.56932114,3,3,3,2,3,2,0,0,0,0,0,0,5,1,1,1,3,2,0,0,0,0,0,0
3796,9764,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1034216,22.55359773,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
3796,9765,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1131635,22.54080651,3,2,4,2,0,0,0,0,0,0,0,0,1,2,5,2,5,2,0,0,0,0,0,0
3797,9766,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1129034,22.54504988,4,1,2,3,3,2,1,3,1,1,0,0,5,1,4,1,4,3,2,2,1,1,0,0
3797,9767,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1282363,22.54902959,1,3,4,3,5,1,2,1,1,2,0,0,1,3,0,0,2,1,1,1,2,2,2,3
3798,9768,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1165329,22.5522795,1,2,0,0,0,0,2,2,0,0,0,0,1,1,2,3,1,2,0,0,0,0,0,0
3798,9769,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1238771,22.57156129,0,0,0,0,0,0,2,2,1,2,1,2,1,1,2,2,3,3,2,2,2,1,1,3
3799,9770,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1358967,22.56824967,2,2,2,1,1,3,1,2,2,2,2,1,1,2,4,2,0,0,1,3,0,0,0,0
